Rank,Validator Name,Validator Vote Account,Active Stake (SOL),Percentage of total stake (%),Cumulative Stake (%),Issuance Rewards Commission (%),Jito MEV Commission Rate (%),Issuance Revenue (SOL),Issuance Revenue as % of Total Revenue (%),Jito MEV Revenue (SOL),Jito MEV Revenue as % of Total Revenue (%),Block Rewards Revenue (SOL),Block Rewards Revenue as % of Total Revenue (%),Total Revenue (SOL),Server Cost (SOL),Voting Cost (SOL),Profit(SOL),Profitable
490,Udder Chaos 🐄 0%,ChaosDKeBjU22B4nnvYWXyTRPuWTzJBR4m3QPfBw6Tta,81611.43,0.00022,0.936,0,0,0,0,0,0,1066.06,1,1066.06,133.33,365,567.73,YES
491,DogWifValidator,HaTniLULzUW7Mfq5qBXPU3okduucnoq81Kr21niLjNgT,81303.82,0.00022,0.936,0,0,0,0,0,0,1062.04,1,1062.04,133.33,365,563.71,YES
492,BestValidator | 🔥 0% Fee ⚡ MEV Boost 🚀,3zxkHtntSzfW2rukRFqhN9SDPzqicvF6WwN6yDwdSvxQ,81198.9,0.00022,0.937,0,0.1,0,0,111.65,0.0952,1060.67,0.9048,1172.32,133.33,365,673.99,YES
493,0% Fee 🗝 SecretNode 🗝 MEV,H7CfFGvmUHWvryBKAaVibVxz85SYmWyoECx3CjLHq3zC,80937.26,0.00022,0.937,0,0.1,0,0,111.29,0.0952,1057.25,0.9048,1168.54,133.33,365,670.21,YES
494,zazoley,ErqEyaojEmRu8bhJz74mJy5MgQcyLN1rCQ5frrusAb8A,80873.85,0.00022,0.937,0,0,0,0,0,0,1056.43,1,1056.43,133.33,365,558.09,YES
495,0node.io,6cvBCfFXugkTqgSFVPvzhoWaLbhHWvZfSsZadWP5rryR,80082.34,0.00021,0.937,0.05,0.1,275.19,0.1923,110.11,0.0769,1046.09,0.7308,1431.39,133.33,365,933.05,YES
496,,G2jbnRjc9zvNKMtYTU96C3Y6qZYtt6N4AfwGzr2EF9Cj,80033.65,0.00021,0.938,0.1,0,550.04,0.3447,0,0,1045.45,0.6553,1595.49,133.33,365,1097.15,YES
497,,3d86H85gXsgFr7qu9hwCdPn4xHtWmw37QXjEiFc1wB63,79852.89,0.00021,0.938,0,0,0,0,0,0,1043.09,1,1043.09,133.33,365,544.76,YES
498,Shmagr,q1phrX11VjA2XEPqsTFMYRfrTZiwUeG7HCVz3d6V5Ua,79499.91,0.00021,0.938,0,0.08,0,0,87.45,0.0777,1038.48,0.9223,1125.93,133.33,365,627.6,YES
499,,vskzrzSd6owQiNb2YA52ZM4YtRzmsSyp6dJbjx2zTVN,79376.56,0.00021,0.938,0,0.1,0,0,109.14,0.0952,1036.87,0.9048,1146.01,133.33,365,647.68,YES
500,Solasolana,AV2h5iBU1Tkdy8j4rxgJK7nBJYvR11hD3dyvjoyBvbYu,79244.43,0.00021,0.938,0,0.1,0,0,108.96,0.0952,1035.14,0.9048,1144.1,133.33,365,645.77,YES
501,Legio🔥ReZero | 0% (fee+MEV),8ge8UzG9FyW4NDZ6zzZiUypnbcNQ3nUfTBKndxsmWqSB,78959.26,0.00021,0.939,0,0,0,0,0,0,1031.42,1,1031.42,133.33,365,533.08,YES
502,Glory 荣耀 | 0% Commission + MEV,9Lp7PzvKVMhjqyQfJwxyha5P6thNWMmVDuVVyqqSaK7b,78952.52,0.00021,0.939,0,0.08,0,0,86.85,0.0777,1031.33,0.9223,1118.18,133.33,365,619.84,YES
503,LigaLend,LigajjQqkEj6VwowzP8VjmP85qQmkmvmbM1LUWazaLQ,78665.92,0.00021,0.939,0,0.1,0,0,108.17,0.0952,1027.59,0.9048,1135.75,133.33,365,637.42,YES
504,GLD Technologies,CxFe8PsDXAuzgZzP7N8um59iL517Lz8SWtPahbfU9zVo,78635.73,0.00021,0.939,0,0.1,0,0,108.13,0.0952,1027.19,0.9048,1135.32,133.33,365,636.98,YES
505,Guinea pig Stake,BfBPPqzYcqEQK9hF7AnQEJojzMtzQzB926qcPc4Y1v3L,78471.51,0.00021,0.939,0,0.05,0,0,53.95,0.05,1025.05,0.95,1079,133.33,365,580.66,YES
506,Alex Validator,H1ScoL1TosVSRvJgARRnMs9extCdXZRWdKRqY4H7k3ik,78470.79,0.00021,0.94,0,0.1,0,0,107.9,0.0952,1025.04,0.9048,1132.93,133.33,365,634.6,YES
507,Solbase,HVuzQEZtxQycpfJsLNAeykrqT2vLzKtUyKaAnNsnKy1A,78468.94,0.00021,0.94,0,0.1,0,0,107.9,0.0952,1025.01,0.9048,1132.91,133.33,365,634.57,YES
508,EliteStaking.vip 💜,5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,78419.47,0.00021,0.94,0,0,0,0,0,0,1024.37,1,1024.37,133.33,365,526.03,YES
509,,BUS3ixL7siraZR1tLhtquN4useHGRT87m5NJHLuMSSMp,78387.72,0.00021,0.94,0,0,0,0,0,0,1023.95,1,1023.95,133.33,365,525.62,YES
510,AnyPool,J5L2z5rVWQHFeM8PzSSTnDedLrYgnK6WKxU4X8hh4qry,78367.36,0.00021,0.94,0,0.1,0,0,107.76,0.0952,1023.69,0.9048,1131.44,133.33,365,633.11,YES
511,Rakurai high TPS Rust client + High block rewards,4YykTGwg94GgHZEPSsQfbaMaEE9HHAHqSuXT65L6C6wf,77696.46,0.00021,0.941,0,0,0,0,0,0,1014.92,1,1014.92,133.33,365,516.59,YES
512,ifrosta,BNYVMkawH7ekKdbZ7NHqd7duLVc6QLATHYf5aqMkwjec,77684.9,0.00021,0.941,0,0,0,0,0,0,1014.77,1,1014.77,133.33,365,516.44,YES
513,Hive 🐝🌼,GW2AzEi3mttnuhnNH2hGqMuUz3FYKqo5Vgspp8Rx44L7,77260.19,0.00021,0.941,0,0,0,0,0,0,1009.22,1,1009.22,133.33,365,510.89,YES
514,StakeWare,C616NHpqpaiYpqVAv619QL73vEqKJs1mjsJLtAuCzMX6,77231.67,0.00021,0.941,0,0.1,0,0,106.19,0.0952,1008.85,0.9048,1115.04,133.33,365,616.71,YES
515,2poyDev,725My2yzg5ZUpQtpEtivLT7JmRes2gGxF3KeGCbYACDe,76873.23,0.0002,0.942,0,0.1,0,0,105.6,0.0952,1004.17,0.9048,1109.76,133.33,365,611.43,YES
516,Hedgehog Spiky Validator,3dXXxEaV4fZqw1PL7VezfDkiJV5W4WTtRjh2EHgKSthF,76774.6,0.0002,0.942,0.05,0.1,263.82,0.1923,105.57,0.0769,1002.88,0.7308,1372.27,133.33,365,873.93,YES
517,SolRealms,Rhob5aKMhFYqwn26o2zvApzwAWmagtW1ShLmWSPxhKX,76724.1,0.0002,0.942,0,0.1,0,0,105.5,0.0952,1002.22,0.9048,1107.72,133.33,365,609.38,YES
518,Joker [0% fees] + Jito/Paladin rewards,JokeruQoFrVevoPR5QBRPGncPQbtrpq3PJEcY22JefC,76561.22,0.0002,0.942,0,0.1,0,0,105.27,0.0952,1000.09,0.9048,1105.36,133.33,365,607.03,YES
519,R2-D2 Validator 🤖,55gncCYVFXYZhjD5a3aemVVtiHaVwfzu2R4axgamGLwV,76000.09,0.0002,0.942,0,0,0,0,0,0,992.76,1,992.76,133.33,365,494.43,YES
520,StakeITeasy🚀High APY + 0% fee✅ + MEV🔥,vahVByZszdHguLa7U7GLz8UdUFN85mcwdkefiqVjtGt,75970.72,0.0002,0.943,0,0.07,0,0,73.12,0.0686,992.38,0.9314,1065.5,133.33,365,567.17,YES
521,GateOmega MEV+ | SolCircl Mobile App,9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,75280.32,0.0002,0.943,0,0.08,0,0,82.81,0.0777,983.36,0.9223,1066.17,133.33,365,567.84,YES
522,,4QCeaNWTRsKY7Taw6PtneftQbuJCnqEuHpXW4cbSVvLB,75056.5,0.0002,0.943,0,0,0,0,0,0,980.44,1,980.44,133.33,365,482.1,YES
523,JustStakeIT,5evi7HwSeD95YbvwMpA7cfz6uDFmovHXpcGYAwZbKsoz,74750.89,0.0002,0.943,0,0.05,0,0,51.39,0.05,976.44,0.95,1027.84,133.33,365,529.5,YES
524,theBEST,EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey,74705.07,0.0002,0.943,0,0.1,0,0,102.72,0.0952,975.85,0.9048,1078.57,133.33,365,580.23,YES
525,Huisky Staking + Mev,G1juWDqojmp5CWDhgRqtXrtpAFw9xqhjmEQAKr9faf4V,73968.84,0.0002,0.944,0,0,0,0,0,0,966.23,1,966.23,133.33,365,467.9,YES
526,Dreik-Steak 0% fee + MEV,GQ8DSRSNCFGEdCEwc6em1ma18qSPc5cXCSDnSPSznWBP,73638.17,0.0002,0.944,0,0.08,0,0,81,0.0777,961.91,0.9223,1042.91,133.33,365,544.58,YES
527,Stache Node,sTach38ebT8jnGH8i2D1g8NDAS6An19whVMnSSWPXt4,73510.14,0.0002,0.944,0,0.1,0,0,101.08,0.0952,960.24,0.9048,1061.31,133.33,365,562.98,YES
528,Atomic Nodes,2Y2opv8Kq8zFATg6ipqb2AjgCf18tkv1CLMLXQGif2NH,73310.07,0.0002,0.944,0.07,0,352.68,0.2692,0,0,957.62,0.7308,1310.3,133.33,365,811.97,YES
529,Guardian Validator,gVot34jauJpexBL2YUSPBKsmZ4V2ffmDcRk4yfSEnx8,72748.75,0.00019,0.944,0.05,0.1,249.99,0.1923,100.03,0.0769,950.29,0.7308,1300.31,133.33,365,801.97,YES
530,FOX,Dh4K8fNV6pRFZtbzQnP5a5HmyBPb2kmxvWiYmc5fJMvj,72407.05,0.00019,0.944,1,1,4976.23,0.7194,995.61,0.1439,945.83,0.1367,6917.66,133.33,365,6419.33,YES
531,NeNa 🌻,5RCD4pZcKH3NHN4XHxvsnVAawSaConLgsZbreSN5dXpZ,72349.84,0.00019,0.945,0.05,0.1,248.61,0.1923,99.48,0.0769,945.08,0.7308,1293.18,133.33,365,794.84,YES
532,The Lode (Sentries),LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq,72240.86,0.00019,0.945,0.01,0.08,49.65,0.0463,79.47,0.0741,943.66,0.8796,1072.77,133.33,365,574.44,YES
533,DeezNode,6F4gdYb1sqHGMeFaeEcqt8N6S2anHre2BkZM7QWo8r6N,72018.37,0.00019,0.945,0,0,0,0,0,0,940.75,1,940.75,133.33,365,442.42,YES
534,Vesper,BCRg6hEiLbrdgaTUbUbuz8deDcbyCgP37fCBMGqNhhq7,70543.22,0.00019,0.945,0,0.1,0,0,97,0.0952,921.48,0.9048,1018.48,133.33,365,520.15,YES
535,Project Super Validator,EfnywDKqArxK6N6FS9ctsuzNdxfx3pzfXEQE5EevQ1SV,69558.78,0.00019,0.945,0.05,0.1,239.02,0.1923,95.64,0.0769,908.62,0.7308,1243.29,133.33,365,744.96,YES
536,"Wagyu Validator - Premium Stake, Premium Returns (No Fees!)",WkP89qGBLsdu2XNVigu7WZThfCEsBJEvDBwWxUCv5vj,69350.36,0.00018,0.946,0,0,0,0,0,0,905.9,1,905.9,133.33,365,407.57,YES
537,Free Ross Validator - Portion of proceeds to freeross.org,FREEL1BCzmPpNneC7FHCtBqzeWYrHRbtisFvi4N8XUP9,67821.82,0.00018,0.946,0,0,0,0,0,0,885.93,1,885.93,133.33,365,387.6,YES
538,xSTAKE | 0% fee,4EsJD6cpaae8rh27U9pHsfxAheCLQnze1bDvXZfpjcUv,67736.61,0.00018,0.946,0,0,0,0,0,0,884.82,1,884.82,133.33,365,386.49,YES
539,,7obieMdVPKKcwEhhKizSkpdLaW1HMZh2ENrUDUhdGvVr,67184.22,0.00018,0.946,0,0,0,0,0,0,877.6,1,877.6,133.33,365,379.27,YES
540,stake2earn 🌜,6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,67141.51,0.00018,0.946,0.05,0.1,230.72,0.1923,91.86,0.0766,877.05,0.7311,1199.62,133.33,365,701.29,YES
541,darko | Platinum validator,4v2os15BGgAnqiy76YvPmAywp5xKh9jfBPfnQGzUVc9c,67132.23,0.00018,0.947,0,0.1,0,0,92.31,0.0952,876.92,0.9048,969.23,133.33,365,470.9,YES
542,richandhappy,9nyiCpH8tfzSDXWP5BX5u5Fyi7Mz1DcMPp5a7aUhDybE,66687.78,0.00018,0.947,0,0.1,0,0,91.7,0.0952,871.12,0.9048,962.82,133.33,365,464.48,YES
543,Easy 2 Stake | 0% Fees | MEV Rewards,D3DfFvmLBKkX9JJNEpJRXpM1pYTVPQ5dpPQRc9F49xk4,66614.79,0.00018,0.947,0,0.08,0,0,73.28,0.0777,870.17,0.9223,943.44,133.33,365,445.11,YES
544,💚 Mason 🧡,FqavJAnX2ioPssR7NkZnSU65fVLCr3AgnghuBKfSnePE,66588.03,0.00018,0.947,0,0,0,0,0,0,869.82,1,869.82,133.33,365,371.48,YES
545,⚡pulsar - 0% commision + 0% MEV fee️ ⚡,PULSARWFx8NpS5rbUxRgJiUbGVrGrVT6j8CykdH4UCX,65796.1,0.00018,0.947,0,0,0,0,0,0,859.47,1,859.47,133.33,365,361.14,YES
546,MonkeDAO,DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,65727.72,0.00017,0.947,0.05,0.1,225.86,0.1923,90.38,0.0769,858.58,0.7308,1174.81,133.33,365,676.48,YES
547,ABKLabs - mainnet-beta,4565LXcdfFzN9bHqo1eCZRogsgQREf4oiyjoKuWu7XTX,65315.3,0.00017,0.948,0.05,0.1,224.44,0.1923,89.81,0.0769,853.19,0.7308,1167.44,133.33,365,669.11,YES
548,AutoStake ⚡️ 0% fee,D4mLBafAJjpRABT5Tyj6UhuwJ8DLRk74JzyuTMUdU9Fz,64894.95,0.00017,0.948,0,0,0,0,0,0,847.7,1,847.7,133.33,365,349.37,YES
549,Kevred,Gvt8s5Bwnhg4G27VbnT1Zkfh7Jsztq6CNvZcc5anPonS,64561.66,0.00017,0.948,0.04,0.08,177.48,0.1626,71.02,0.065,843.35,0.7724,1091.85,133.33,365,593.51,YES
550,Custodian 💼 0% fees +MEV!,5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,64487.25,0.00017,0.948,0,0,0,0,0,0,842.37,1,842.37,133.33,365,344.04,YES
551,,37Fz6yZjFdZS6DDsJSsswX5kSvunaZQtQ5zusC3y9V7S,64169.22,0.00017,0.948,0,0,0,0,0,0,838.22,1,838.22,133.33,365,339.89,YES
552,01node,BH7asDZbKkTmT3UWiNfmMVRgQEEpXoVThGPmQfgWwDhg,63843.88,0.00017,0.948,0.05,0.01,219.39,0.2066,8.78,0.0083,833.97,0.7852,1062.13,133.33,365,563.8,YES
553,,6m4ZwGp8zCuqjBoAn11pYAQun2FwSMe86RwPbqpf34YC,63513.88,0.00017,0.949,0,0,0,0,0,0,829.66,1,829.66,133.33,365,331.33,YES
554,alexar,FXbkkbLWH4PxSK8t1JmKAHn4pEvGsCFyMT7pfgwm62us,63309.57,0.00017,0.949,0.05,0.1,217.55,0.1923,87.05,0.0769,826.99,0.7308,1131.59,133.33,365,633.26,YES
555,ZenithScape IO,GioetmC79nLRnN7VDfHaq8coWAEFPJKu9py59uUqdV5U,62992.42,0.00017,0.949,0,0,0,0,0,0,822.85,1,822.85,133.33,365,324.51,YES
556,SGTstake - 0% Fee,GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j,62589.73,0.00017,0.949,0,0,0,0,0,0,817.59,1,817.59,133.33,365,319.25,YES
557,Solcom,HU4xMHgk192zcjHgyPQ3ZbuNx5Wycg89pFDbeuCKBV3B,62455.79,0.00017,0.949,0,0.1,0,0,85.88,0.0952,815.84,0.9048,901.72,133.33,365,403.38,YES
558,Saga DAO,sagasJDjjAHND4hien3bbo5xXkzCT5Ss6nKjyUJ45aw,62089.42,0.00017,0.949,0.05,0.1,213.36,0.1923,85.37,0.0769,811.05,0.7308,1109.78,133.33,365,611.45,YES
559,Raposa Coffee,rapxbkwBSSvtqRFrsY83f51oUuZNuVXci74MuzYhiCy,61872.06,0.00016,0.95,0,0.1,0,0,85.08,0.0952,808.21,0.9048,893.29,133.33,365,394.95,YES
560,r3Dub,EsEtxoyhFTgfvudcy2VwwQJ1qA6BScLUW39PKpYczuxF,61857.84,0.00016,0.95,0,0,0,0,0,0,808.03,1,808.03,133.33,365,309.69,YES
561,Suzuko Stake,hxVjzDmta9TuN1gM981TRKnfwG2uZ9TQDGwSCs3uDow,61549.52,0.00016,0.95,0,0.1,0,0,84.63,0.0952,804,0.9048,888.63,133.33,365,390.3,YES
562,lelika,9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH,61508.77,0.00016,0.95,0,0,0,0,0,0,803.47,1,803.47,133.33,365,305.13,YES
563,Anderson & Anderson,nateBZg7oHVPLB2samBLkKvfzedU3ALZBexMFPMKjn1,61411.66,0.00016,0.95,0,0.1,0,0,84.44,0.0952,802.2,0.9048,886.64,133.33,365,388.31,YES
564,Ded Monkes,dedxrPfNqPKBRmUyP9LDkaitpQzU6PD44jA6GP9Ndhk,61328.35,0.00016,0.95,0,0.1,0,0,84.33,0.0952,801.11,0.9048,885.44,133.33,365,387.1,YES
565,Superfast,R1vAoSPFQdCc6wsAEMtxWXjqptSeN1YUiq2Zni1of21,60985.91,0.00016,0.951,0.05,0.1,209.57,0.1923,83.86,0.0769,796.64,0.7308,1090.06,133.33,365,591.73,YES
566,SOLAR STAKE,CrEA7jydDYM1kxLR3MoYXm3r7WJxmgR54MyjhF9FgbtW,60931.87,0.00016,0.951,0,0,0,0,0,0,795.93,1,795.93,133.33,365,297.6,YES
567,Gleam,G1EAMrJcvzs5SwqAQRgDTjYBEGrxxJVwNS7qiUtB3akg,60928.08,0.00016,0.951,0,0.1,0,0,83.78,0.0952,795.88,0.9048,879.66,133.33,365,381.33,YES
568,Mythx,mythxna3hpzXSbaseyR12vu5Vvym1HxS92eCgXLvY7w,60245.31,0.00016,0.951,0.05,0.1,207.02,0.1923,82.84,0.0769,786.96,0.7308,1076.82,133.33,365,578.49,YES
569,6hTLQ5HSdWcpZkbXmZxXaGjCgTh7zh8UeWKWKgGE1BPp,6hTLQ5HSdWcpZkbXmZxXaGjCgTh7zh8UeWKWKgGE1BPp,60000.52,0.00016,0.951,1,1,4123.58,0.7194,825.02,0.1439,783.77,0.1367,5732.36,133.33,365,5234.03,YES
570,Somos Validator,axyQeKp44XqUnvC1jVHoeuAJ3j8wVnGeWtddeAcNYcF,59871.58,0.00016,0.951,0.05,0.1,205.74,0.1923,82.32,0.0769,782.08,0.7308,1070.14,133.33,365,571.81,YES
571,SolStrat | no fee=high APY+MEV,56CV9agH7K12coC6aiTqgprWcbxihGu1GCw6mwd34YhQ,59342.08,0.00016,0.952,0,0.09,0,0,73.44,0.0865,775.16,0.9135,848.6,133.33,365,350.27,YES
572,Solana.capital,irKsY8c3sQur1XaYuQ811hzsEQJ5Hq3Yu3AAoXYnp8W,59181.09,0.00016,0.952,0.1,1,406.73,0.204,813.75,0.4082,773.06,0.3878,1993.54,133.33,365,1495.2,YES
573,SOLSTAKER.PRO🚀👦,P4f3F3VfMhKvpGQXg2MuvLfWmZui41gvcH9XKtYDiFX,59149.09,0.00016,0.952,0,0,0,0,0,0,772.64,1,772.64,133.33,365,274.31,YES
574,QWERTY 💥0% fee + Jito MEV💥,4KAmS9X8tGJPPzDdwT9Fa9F1y3GZEoacGhMqJ6zstUXN,58894.35,0.00016,0.952,0,0,0,0,0,0,769.32,1,769.32,133.33,365,270.98,YES
575,Rare Stake 0% FAT,MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM,58626.43,0.00016,0.952,0,0,0,0,0,0,765.82,1,765.82,133.33,365,267.48,YES
576,Absolute Guard,9G19HT8xqceG7mKQVSrTRS3DGnGqDHErPyQEaEfyWEuW,58486.21,0.00016,0.952,0,0,0,0,0,0,763.98,1,763.98,133.33,365,265.65,YES
577,Charity Soul,chrtyiAw8suFRvS7rTcfgcDyNu49bGPNZ2fjSPzNPFr,58471.54,0.00016,0.952,0,0.1,0,0,80.4,0.0952,763.79,0.9048,844.19,133.33,365,345.86,YES
578,,5wP5Qm9frQfXY9QadZZHqgy6GEvqtHjpJ6uongxdb5gJ,58247.2,0.00016,0.953,0,0,0,0,0,0,760.86,1,760.86,133.33,365,262.53,YES
579,Rug City,6MP6Bun9VmkGcRVU4iF14Q8P7jTkGtQW9zVwmB9kCYyK,58092.89,0.00015,0.953,0,0.1,0,0,79.88,0.0952,758.85,0.9048,838.73,133.33,365,340.39,YES
580,Eyenotion,eyeVhGmVEoPSWmQU2wP5WZmMihPBTCk7kMMm4VhuAKS,58022.91,0.00015,0.953,0,0.1,0,0,79.78,0.0952,757.93,0.9048,837.72,133.33,365,339.38,YES
